fp0617,The Effect of Virtual Agent Warmth on Human-Agent Negotiation,,"The perception of warmth and competence in others influences social interaction and decision making. Virtual agents have been used in many domains including serious gaming and training. In this work we study the effect of warmth expressed in the behavior of a virtual agent on a human-agent negotiation. We design and conduct an experiment where participants negotiate with two versions of the same agent displaying varying levels of warmth. The results show that humans are more satisfied with the warm agent, are more willing to renegotiate with it, would recommend the agent more to their friends and had a better interaction experience, even though there is no difference in negotiation outcome (utility, agreement or rounds needed). While studies have shown effects of emotional displays on negotiation and collaboration, this is - to our knowledge - the first time that a clear effect of behavioral style is shown on the post-hoc appraisal of a human-agent collaboration, in our case a negotiation.",Negotiation; Virtual Agents; Warmth; Agent Modelling,Pooja,,Prajod,Delft University of Technology,Mohammed,,Al Owayyed,Delft University of Technology,Tim,,Rietveld,Delft University of Technology,Jaap-Jan,,van der Steeg,Delft University of Technology,Joost,,Broekens,Delft University of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0618,Using Causal Analysis to Learn Specifications from Task Demonstrations,,"Learning models of user behaviour is an important problem that is broadly applicable across many application domains requiring human-robot interaction. In this work we show that it is possible to learn a generative model for distinct user behavioral types, extracted from human demonstrations, by enforcing clustering of preferred task solutions within the latent space. We use this model to differentiate between user types and to find cases with overlapping solutions. Moreover, we can alter an initially guessed solution to satisfy the preferences that constitute a particular user type by backpropagating through the learned differentiable model. An advantage of structuring generative models in this way is that it allows us to extract causal relationships between symbols that might form part of the user's specification of the task, as manifested in the demonstrations. We show that the proposed method is capable of correctly distinguishing between three user types, who differ in degrees of cautiousness in their motion, while performing the task of moving objects with a kinesthetically driven robot in a tabletop environment. Our method successfully identifies the correct type, within the specified time, in 99% [97.8 - 99.8] of the cases, which outperforms an IRL baseline. We also show that our proposed method correctly changes a default trajectory to one satisfying a particular user specification even with unseen objects. The resulting trajectory is shown to be directly implementable on a PR2 humanoid robot completing the same task.",Human-robot interaction; robot learning; explainability,Daniel,,Angelov,The University of Edinburgh,Yordan,,Hristov,The University of Edinburgh,Subramanian,,Ramamoorthy,The University of Edinburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0624,"Efficiency, Sequenceability and Deal-Optimality in Fair Division of Indivisible Goods",,"In fair division of indivisible goods, using sequences of sincere choices (or picking sequences) is a natural way to allocate the objects. The idea is as follows: at each stage, a designated agent picks one object among those that remain. Another intuitive way to obtain an allocation is to give objects to agents in the first place, and to let agents exchange them as long as such ""deals"" are beneficial. This paper investigates these notions, when agents have additive preferences over objects, and unveils surprising connections between them, and with other efficiency and fairness notions. In particular, we show that an allocation is sequenceable if and only if it is optimal for a certain type of deals, namely cycle deals involving a single object.  Furthermore, any Pareto-optimal allocation is sequenceable, but not the converse. Regarding fairness, we show that an allocation can be envy-free and non-sequenceable, but that every competitive equilibrium with equal incomes is sequenceable. To complete the picture, we show how some domain restrictions may affect the relations between these notions. Finally, we experimentally explore the links between the scales of efficiency and fairness.",Multiagent Resource Allocation; Fair Division; Efficiency,Aurélie,,Beynier,"LIP6, Sorbonne Université",Sylvain,,Bouveret,Grenoble INP - Univ. Grenoble-Alpes LIG,Michel,,Lemaître,Formerly ONERA,Nicolas,,Maudet,"LIP6, Sorbonne Université",Simon,,Rey,"CNRS, ENS Paris-Saclay",Parham,,Shams,"LIP6, Sorbonne Université",,,,,,,,,,,,,,,,,,,,,,,,
fp0632,Newtonian Action Advice: Integrating Human Verbal Instruction with Reinforcement Learning,,"A goal of Interactive Machine Learning is to enable people without specialized training to teach agents how to perform tasks. Many of the existing algorithms that learn from human instructions are evaluated using simulated feedback and focus on how quickly the agent learns. While this is valuable information, it ignores important aspects of the human-agent interaction such as frustration. To correct this, we propose a method for the design and verification of interactive algorithms that includes a human-subject study that measures the human's experience working with the agent. In this paper, we present Newtonian Action Advice, a method of incorporating human verbal action advice with Reinforcement Learning in a way that improves the human-agent interaction. In addition to simulations, we validated the Newtonian Action Advice algorithm by conducting a human-subject experiment. The results show that Newtonian Action Advice can perform better than Policy Shaping, a state-of-the-art IML algorithm, both in terms of RL metrics like cumulative reward and human factors metrics like frustration.",Interactive Machine Learning; Learning from Human Teachers; Reinforcement Learning; Natural Language Interface; Human-Subject Experiment; Verification,Samantha,,Krening,Georgia Institute of Technology,Karen,M.,Feigh,Georgia Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0634,Balanced task allocation by partitioning the multiple traveling salesperson problem,,"Task assignment and routing are tightly coupled problems for teams of mobile agents. To fairly balance the workload, each agent should be assigned a set of tasks which take a similar amount of time to complete. The completion time depends on the time needed to travel between tasks which depends on the order of tasks. We formulate the task assignment problem as the minimum Hamiltonian partition problem (MHPP) for m agents, which is equivalent to the minmax multiple traveling salesperson problem (m-TSP). While the MHPP's cost function depends on the order of tasks, its solutions are similar to solutions of the average Hamiltonian partition problem (AHPP) whose cost function is order-invariant. We prove that the AHPP is NP-hard and present an effective heuristic, AHP, for solving it. AHP improves a partitions of a graph using a series of transfer and swap operations which are guaranteed to improve the solution's quality. The solution generated by AHP is used as an initial partition for an algorithm, AHP-mTSP, which solves the combined task assignment and routing problems to near optimality. For n tasks and m agents, each iteration of AHP is O(n^2) and AHP-mTSP has an average run-time that scales with n^2.11 m^0.33. Compared to state-of-the-art approaches, our approach found approximately 10% better solutions for large problems in a similar run-time.
",Task allocation; vehicle routing; combinatorial optimization; multi-agent systems,Isaac,,Vandermeulen,The University of Sheffield,Roderich,,Groß,The University of Sheffield,Andreas,,Kolling,iRobot Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0641,Distributed Self-Reconfiguration using a Deterministic Autonomous Scaffolding Structure,,"In the context of large distributed modular robots, self-reconfiguration is the process of having modules, seen as autonomous agents, acting together and moving to transform the morphology of their physical arrangement to produce a desired shape. However, due to motion constraints, the number of modules that can move concurrently is greatly limited, thus making self-reconfiguration a very slow process.\\
In this paper, we propose an approach for accelerating self-reconfiguration to build a porous version of the desired shape, using scaffolding. We expand this idea and propose a method for constructing a parametric scaffolding model that increases the parallelism of the reconfiguration, supports its mechanical stability, and simplifies planning and coordination between agents. Each agent has a set of basic rules using only four states which guarantees that module movements and the construction of the scaffold are deterministic. \\
Coupled with an underneath reserve of modules that allows the introduction of rotating quasi-spherical modules at various ground locations of the growing porous structure, our method is able to build the scaffolding structure in $O(N^{\frac{2}{3}})$ time with $N$ the number of modules composing the structure. Furthermore, we provide simulation results showing that our method uses $O(N^\frac{4}{3})$ messages with no congestion.",Self-Reconfiguration; Autonomous Robots; Distributed Algorithm,Pierre,,Thalamy,"University of Bourgogne Franche-Comté, FEMTO-ST, CNRS",Benoit,,Piranda,"University of Bourgogne Franche-Comté, FEMTO-ST, CNRS",Julien,,Bourgeois,"University of Bourgogne Franche-Comté, FEMTO-ST, CNRS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0642,Online Inverse Reinforcement Learning Under Occlusion,,"Inverse reinforcement learning (IRL) is the problem of learning the
preferences of an agent from observing its behavior on a task. While this problem is witnessing sustained attention, the related problem of online IRL – where the observations are incrementally accrued, yet the real-time demands of the application often prohibit a full rerun of an IRL method – has received much less attention. We
introduce a formal framework for online IRL, called incremental
IRL (I2RL), and a new method that advances maximum entropy IRL
with hidden variables, to this setting. Our formal analysis shows that
the new method has a monotonically improving performance with
more demonstration data, as well as probabilistically bounded error,
both under full and partial observability. Experiments in a simulated
robotic application, which involves learning under occlusion, show
the significantly improved performance of online IRL as compared
to both batch IRL and an online imitation learning method.",Robot Learning; Online Learning; Robotics; Reinforcement Learning; Inverse Reinforcement Learning,Saurabh,,Arora,University of Georgia,Prashant,,Doshi,University of Georgia,Bikramjit,,Banerjee,University of Southern Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0650,Runtime Revision of Norms and Sanctions based on Agent Preferences,,"To fulfill the overall objectives of a multiagent system, the behavior of individual agents should be controlled and coordinated. Runtime norm enforcement is one way to do so without over-constraining the agents' autonomy. Due to the dynamicity and uncertainty of the environment, however, it is hard to specify norms that, when enforced, will fulfill the system-level objectives in every operating context. In this paper, we propose a mechanism for the automated revision of norms by altering their sanctions, based on the data monitored during the system execution and on some knowledge about the agents' preferences. We use a Bayesian Network to learn at runtime the relationship between the obedience/violation of a norm and the achievement of the system objectives. We propose two heuristic strategies that explore the updated Bayesian Network and automatically revise the sanction of an enforced norm. An evaluation of our heuristics using a traffic simulator shows that our mechanisms outperform uninformed heuristics in terms of convergence speed.",Multiagent Systems; Norm Revision; Norm Enforcement; Bayesian Network,Davide,,Dell'Anna,Utrecht University,Mehdi,,Dastani,Utrecht University,Fabiano,,Dalpiaz,Utrecht University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0658,Domain Authoring Assistant for Intelligent Virtual Agent,,"Developing intelligent virtual characters has attracted a lot of attention in the recent years. The process of creating such characters often involves a team of creative authors who describe different aspects of the characters in natural language, and planning experts that translate this description into a planning domain. This can be quite challenging as the team of creative authors should diligently define every aspect of the character especially if it contains complex human-like behavior. Also a team of engineers has to manually translate the natural language description of a character’s personality into the planning domain knowledge. This can be extremely time and resource demanding and can be an obstacle to author’s creativity. The goal of this paper is to introduce an authoring assistant tool to automate the process of domain generation from natural language description of virtual characters, thus bridging between the creative authoring team and the planning domain experts. More- over, the proposed tool also identifies possible missing information in the domain description and iteratively makes suggestions to the author.",Intelligent Virtual Agents; Natural Language Understanding; Text Simplification; Planning Domain Acquisition; Domain Authoring,Sepehr,,Janghorbani,Rutgers University at New Brunswick,Ashutosh,,Modi,Disney Research,Jakob,,Buhmann,Disney Research,Mubbasir,,Kapadia,Rutgers University at New Brunswick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0659,Robust Temporal Difference Learning for Critical Domains,,"We present a new Q-function operator for temporal difference (TD) learning methods that explicitly encodes robustness against significant rare events (SRE) in critical domains. The operator, which we call the $\ko$-operator, allows to learn a robust policy in a model-based fashion without actually observing the SRE. We introduce single- and multi-agent robust TD methods using the operator $\ko$. We prove convergence of the operator to the optimal robust Q-function with respect to the model using the theory of Generalized Markov Decision Processes. In addition we prove convergence to the optimal Q-function of the original MDP given that the probability of SREs vanishes. Empirical evaluations demonstrate the superior performance of $\ko$-based TD methods both in the early learning phase as well as in the final converged stage. In addition we show robustness of the proposed method to small model errors, as well as its applicability in a multi-agent context.",reinforcement learning; robust learning; multi-agent learning,Richard,,Klima,University of Liverpool,Daan,,Bloembergen,Centrum Wiskunde & Informatica (CWI),Michael,,Kaisers,Centrum Wiskunde & Informatica (CWI),Karl,,Tuyls,University of Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0660,Dynamic Particle Allocation to Solve Interactive POMDP Models for Social Decision Making,,"In social dilemma settings, such as repeated Public Goods Games (PGGs), humans often come across a dilemma whether to contribute or not based on past contributions from others. In such settings, the decision taken by an agent/human actually depends not only on the belief the agent has about other agents and the environment, but also on their beliefs about others’ beliefs. To factor in these aspects, we propose a novel formulation of computational theory of mind (ToM) to model human behavior in a repeated PGG using interactive partially observable Markov decision processes (I-POMDPs). Interactive particle filter (IPF) is a well-known algorithm used to approximately solve I-POMDP models for the agents to find their optimal contributions. Number of particles assigned to an agent in IPF can be translated into time and computational resources. Solving I-POMDPs in a time-memory efficient manner even in the case of small state spaces is a largely intractable problem. Also, maintaining a fixed number of particles assigned to each agent, over time, will be highly inefficient in terms of resource utilization. To address this problem, we propose a dynamic particle allocation algorithm for different agents based on how well they could predict. We validate our proposed algorithm through real experiments involving human agents. Our results suggest that dynamic particle allocation based IPF for I-POMDPs is effective in modelling human behaviours in repeated social dilemma setting while utilizing computational resources in an effective manner.",Theory-of-Mind modelling; Interactive Partially Observerable Markov Decision Processes; Interactive Particle Filter; Public Good Games; Bayesian analysis; Partially Observable Monte Carlo Planning,Rohith,Dwarakanath,Vallam,IBM Research - India,Sarthak,,Ahuja,Carnegie Mellon University (CMU),Surya Shravan Kumar,,Sajja,IBM Research - India,Ritwik,,Chaudhuri,IBM Research - India,Rakesh,,Pimplikar,IBM Research - India,Kushal,,Mukherjee,IBM Research - India,Ramasuri,,Narayanam,IBM Research - India,Gyana,,Parija,IBM Research - India,,,,,,,,,,,,,,,,
fp0661,Exploring the No-Show Paradox for Condorcet Extensions Using Ehrhart Theory and Computer Simulations,,"Results from voting theory are increasingly used when dealing with collective decision making in computational multiagent systems. An important and surprising phenomenon in voting theory is the No-Show Paradox (NSP), which occurs if a voter is better off by abstaining from an election. While it is known that certain voting rules suffer from this paradox in principle, the extent to which it is of practical concern is not well understood. We aim at filling this gap by analyzing the likelihood of the NSP for six Condorcet extensions (Black's rule, Baldwin's rule, Nanson's rule, MaxiMin, Tideman's rule, and Copeland's rule) under various preference models using Ehrhart theory as well as extensive computer simulations. We find that, for few alternatives, the probability of the NSP is rather small (less than 4% for four alternatives and all considered preference models, except for Copeland's rule). As the number of alternatives increases, the NSP becomes much more likely and which rule is most susceptible to abstention strongly depends on the underlying distribution of preferences.",Social choice theory; voting; no-show paradox; Ehrhart theory,Felix,,Brandt,Technische Universität München,Johannes,,Hofbauer,Technische Universität München,Martin,,Strobel,National University of Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0667,Model Primitive Hierarchical Lifelong Reinforcement Learning,,"Learning interpretable and transferable subpolicies and performing task decomposition from a single, complex task is difficult. Some traditional hierarchical reinforcement learning techniques enforce this decomposition in a top-down manner, while meta-learning techniques require a task distribution at hand to learn such decompositions. This paper presents a framework for using diverse suboptimal world models to decompose complex task solutions into simpler modular subpolicies. This framework performs automatic decomposition of a single source task in a bottom up manner, concurrently learning the required modular subpolicies as well as a controller to coordinate them. We perform a series of experiments on high dimensional continuous action control tasks to demonstrate the effectiveness of this approach at both complex single task learning and lifelong learning. Finally, we perform ablation studies to understand the importance and robustness of different elements in the framework and limitations to this approach.",Reinforcement learning; Task decomposition; Transfer; Lifelong learning,Bohan,,Wu,Columbia University,Jayesh,K.,Gupta,Stanford University,Mykel,J.,Kochenderfer,Stanford University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0669,Fall if it Lifts your Teammate: A Novel Type of Candidate Manipulation,,"We present a new interpretation of the traditional computational social choice
framework, where what are traditionally the candidates are construed as the
agents. The particular implementation in mind is the proposed system for
determining the medal winners for sports climbing in the 2020 Olympic games. We
consider the issues of ties and of potential manipulation with respect to this
interpretation. Simulation results suggest that for the proposed system ties
are unlikely to be a problem, but that there is at least potential for
manipulation, of a novel type. We formalise this conception of manipulation
axiomatically. The strongest axioms lead to an impossibility along the lines of
Arrow's impossibility, while a small weakening leads to a possibility. We also
provide a hardness result concerning the determination of possible manipulation.
",Social choice theory; Game Theory for practical applications,Justin,,Kruger,Paris Dauphine University and CNRS LAMSADE,Sebastian,,Schneckenburger,University of Tuebingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0670,The Body is Not a Given: Joint Agent Policy Learning and Morphology Evolution,,"Reinforcement learning (RL) has proven to be a powerful paradigm for deriving complex behaviors from simple reward signals in a wide range of environments. When applying RL to continuous control agents in simulated physics environments, the body is usually considered to be part of the environment. However, during evolution the physical body of biological organisms and their controlling brains are co-evolved, thus exploring a much larger space of actuator/controller configurations. Put differently, the intelligence does not reside only in the agent's mind, but also in the design of their body.
We propose a method for uncovering strong agents, consisting of a good combination of a body and policy, based on combining RL with an evolutionary procedure. Given the resulting agent, we also propose an approach for identifying the body changes that contributed the most to the agent performance. We use the Shapley value from cooperative game theory to find the fair contribution of individual components, taking into account synergies between components.
We evaluate our methods in an environment similar to the the recently proposed Robo-Sumo task, where agents in a software physics simulator compete in tipping over their opponent or pushing them out of the arena. Our results show that the proposed methods are indeed capable of generating strong agents, significantly outperforming baselines that focus on optimizing the agent policy alone.

A video is available at: https://youtu.be/CHlecRim9PI",Reinforcement Learning; Evolutionary Computation,Dylan,,Banarse,DeepMind,Yoram,,Bachrach,DeepMind,Siqi,,Liu,DeepMind,Guy,,Lever,DeepMind,Nicolas,,Heess,DeepMind,Chrisantha,,Fernando,DeepMind,Pushmeet,,Kohli,Deepmind,Thore,,Graepel,DeepMind,,,,,,,,,,,,,,,,
fp0675,Urban Driving with Multi-Objective Deep Reinforcement Learning,,"Autonomous driving is a challenging domain that entails multiple aspects: a vehicle should be able to drive to its destination as fast as possible while avoiding collision, obeying traffic rules and ensuring the comfort of passengers. In this paper, we present a deep learning variant of \emph{thresholded lexicographic Q-learning} for the task of urban driving. Our multi-objective DQN agent learns to drive on multi-lane roads and intersections, yielding and changing lanes according to traffic rules. We also propose an extension for \emph{factored Markov Decision Processes} to the DQN architecture that provides auxiliary features for the Q function. This is shown to significantly improve data efficiency.~\footnote{Data efficiency as measured by the number of training steps required to achieve similar performance.} We then show that the learned policy is able to zero-shot transfer to a ring road without sacrificing performance.",reinforcement learning; multi-objective optimization; markov decision process (MDP); deep learning; autonomous driving,Changjian,,Li,University of Waterloo,Krzysztof,,Czarnecki,University of Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0676,Decentralised Planning for Multi-Agent Programming Platforms,,"Extensive research has been done on planning for single-agent problems, but multi-agent planning has not as yet been thoroughly explored in agent development platforms. These platforms typically provide various mechanisms for runtime coordination, which are often useful in online planning. In this context decentralised multi-agent planning can be efficient as well as effective, especially in loosely-coupled domains, whilst also ensuring important properties in agent systems such as privacy and autonomy. In this paper, we describe the DOMAP planning framework and its integration with a multi-agent programming platform to support the achievement of social goals. Our planning framework has separate phases for goal allocation and individual HTN planning, whilst relying on available runtime coordination. Experiments on three different multi-agent systems implemented in JaCaMo show that DOMAP outperforms four other state-of-the-art multi-agent planners with regards to both planning and execution time.",multi-agent planning; hierarchical task network; multi-agent development platforms; goal allocation,Rafael,C.,Cardoso,University of Liverpool,Rafael,H.,Bordini,PUCRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0690,Minimizing Travel in the Uniform Dispersal Problem for Robotic Sensors,,"The limited energy capacity of individual robotic agents in a swarm
often limits the possible cooperative tasks they can perform. In this
work, we investigate the problem of covering an unknown connected
grid environment (e.g. a maze or connected corridors) with a
robotic swarm so as to minimize the maximal number of steps that
each member of the swarm makes and their activity time before
their work is finished, thereby minimizing the energy requirements.
The robots are autonomous, anonymous and identical, with local
sensors and finite memory, and possess no communication capabilities.
They are assumed to disperse over time from a fixed location,
and to move synchronously. The robots are tasked with occupying
every cell of the environment, while avoiding collisions.</par><par>In the literature such topics are known as uniform dispersal problems. The goal of minimizing the number of steps traveled by the robots has previously been studied in this context. Our
contribution is a local robotic strategy for simply connected grid
environments that, by exploiting their topology, achieves optimal
makespan (the amount of time it takes to cover the environment)
and minimizes the maximal number of steps taken by the individual
robots before their deactivation. The robots succeed in discovering
optimal paths to their eventual destinations, and finish the covering
process in 2V ? 1 time steps, where V is the number of cells in the environment.",Mobile robot; Minimizing movement; Unknown environment; Uniform dispersal; Grid environment; Area coverage,Michael,,Amir,Technion -- Israel Institute of Technology,Alfred,M.,Bruckstein,Technion -- Israel Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0692,Complexity of Manipulation in Premise-Based Judgment Aggregation with Simple Formulas,,"Judgment aggregation is a framework to aggregate individual opinions on multiple, logically connected issues into a collective outcome. It is open to manipulative attacks such as \textsc{Manipulation} where judges cast their judgments strategically. Previous works have shown that most computational problems corresponding to these manipulative attacks are \NP-hard. This desired computational barrier, however, often relies on formulas that are either of unbounded size or of complex structure.

We revisit the computational complexity for a large class of \textsc{Manipulation} problems in judgment aggregation, now focusing on simple and realistic formulas. We restrict all formulas to be clauses that are (positive) monotone, Horn-clauses, or have bounded length. For basic variants of \textsc{Manipulation}, we show that these restrictions make several variants, which were in general known to be \NP-hard, polynomial-time solvable. Moreover, we provide a P vs.\ NP dichotomy for a large class of clause restrictions (generalizing monotone and Horn clauses) by showing a close relationship between variants of \textsc{Manipulation} and variants of \textsc{Satisfiability}. For Hamming distance based \textsc{Manipulation}, we show that \NP-hardness even holds for positive monotone clauses of length three, but the problem becomes polynomial-time solvable for positive monotone clauses of length two.",Judgment Aggregation; Social Choice Theory; Computational Complexity,Robert,,Bredereck,TU Berlin,Junjie,,Luo,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0695,Monte Carlo Continual Resolving for Online Strategy Computation in Imperfect Information Games,,"Online game playing algorithms produce high-quality strategies with a fraction of memory and computation required by their offline alternatives.
Continual Resolving (CR) is a recent theoretically sound approach to online game playing that has been used to outperform human professionals in poker.
However, parts of the algorithm were specific to poker, which enjoys many properties not shared by other imperfect information games.
We present a domain-independent formulation of CR applicable to any two-player zero-sum extensive-form games (EFGs).
It works with an abstract resolving algorithm, which can be instantiated by various EFG solvers.
We further describe and implement its Monte Carlo variant (MCCR) which uses Monte Carlo Counterfactual Regret Minimization (MCCFR) as a resolver.
We prove the correctness of CR and show an $O(T^{-1/2})$-dependence of MCCR's exploitability on the computation time.
Furthermore, we present an empirical comparison of MCCR with incremental tree building to Online Outcome Sampling and Information-set MCTS on several domains.",counterfactual regret minimization; resolving; imperfect information; Monte Carlo; online play; extensive-form games; Nash equilibrium,Michal,,Šustr,Czech Technical University,Vojtech,,Kovarik,Czech Technical University,Viliam,,Lisý,Czech Technical University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0697,Between the Megalopolis and the Deep Blue Sky: Challenges of Transport with UAVs in Future Smart Cities,Blue Sky Ideas Track,"With the rapid increase of the world's urban population, the infrastructure of the constantly expanding metropolitan areas is undergoing an immense pressure. To meet the growing demands of sustainable urban environments and improve the quality of life for citizens, municipalities will increasingly rely on novel transport solutions. In particular, Unmanned Aerial Vehicles (UAVs) are expected to have a crucial role in the future smart cities thanks to their interesting features such as autonomy, flexibility, mobility, adaptive altitude, and small dimensions.  However, densely populated megalopolises of the future are administrated by several municipals, governmental and civil society actors, where vivid economic activities involving a multitude of individual stakeholders take place. In such megalopolises, the use of agents for UAVs is gaining more interest especially in complex application scenarios where coordination and cooperation are necessary. This paper sketches a visionary view of the UAVs' role in the transport domain of future smart cities. Additionally, four challenging research directions are highlighted including problems related to autonomy, explainability, security and validation & verification of the UAVs behavior.",Multiagent Systems; Unmanned Aerial Vehicles; Intelligent Transport Systems; Smart Cities,Yazan,,Mualla,"CIAD, Univ. Bourgogne Franche-Comté, UTBM",Amro,,Najjar,Umeå University,Stéphane,,Galland,"CIAD, Univ. Bourgogne Franche-Comté, UTBM",Christophe,,Nicolle,"CIAD, Univ. Bourgogne Franche-Comté, UB",Igor,,Haman Tchappi,University of Ngaoundere,Ansar-Ul-Haque,,Yasar,"Transportation Research Institute (IMOB), Hasselt University",Kary,,Främling,Umeå University,,,,,,,,,,,,,,,,,,,,
fp0705,Parameterized Heuristics for Incomplete Weighted CSPs with Elicitation Costs,,"Weighted Constraint Satisfaction Problems (WCSPs) are an elegant paradigm for modeling combinatorial optimization problems. A key assumption in this model is that all constraints are specified or known a priori, which does not hold in some applications where constraints may encode preferences of human users. Incomplete WCSPs (IWCSPs) extend WCSPs by allowing some constraints to be partially specified, and they can be elicited from human users during the execution of IWCSP algorithms. Unfortunately, existing approaches assume that the elicitation of preferences does not incur any additional cost. This assumption is unrealistic as human users are likely bothered by repeated elicitations and will refuse to provide an unbounded number of preferences. Therefore, we propose the IWCSP with Elicitation Cost (IWCSP+EC) model, which extends IWCSPs to include elicitation costs, as well as three parameterized heuristics that allow users to trade off solution quality for fewer elicited preferences and faster computation times. They provide theoretical quality guarantees for problems where elicitations are free. Our model and heuristics thus extend the state of the art in constraint reasoning to better model and solve agent-based applications with user preferences.",Weighted CSPs; Incomplete Weighted CSPs; Preference Elicitation,Atena,M.,Tabakhi,Washington University in St. Louis,William,,Yeoh,Washington University in St. Louis,Makoto,,Yokoo,Kyushu University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0707,A New Concept of Convex based Multiple Neural Networks Structure,,"In this paper, a new concept of convex based multiple neural networks structure is proposed. This new approach uses the collective information from multiple neural networks to train the model. From both theoretical and experimental analysis, it is going to demonstrate that the new approach gives a faster training speed of convergence with a similar or even better test accuracy, compared to a conventional neural network structure. Two experiments are conducted to demonstrate the performance of our new structure: the first one is a semantic frame parsing task for spoken language understanding (SLU) on ATIS dataset, and the other is a hand written digits recognition task on MNIST dataset. We test this new structure using both recurrent neural network and convolutional neural networks through these two tasks. The results of both experiments demonstrate a 4x-8x faster training speed with better or similar performance by using this new concept.",Multiple Models? Neural Networks; Machine Learning;NLP; Image Recognition,Yu,,Wang,Samsung Research America,Yue,,Deng,Samsung Research America,Yilin,,Shen,Samsung Research America,Hongxia,,Jin,Samsung Research America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0708,Prediction in Intelligence: An Empirical Comparison of Off-policy Algorithms on Robots,,"The ability to continually make predictions about the world may be central to intelligence. Off-policy learning and general value functions (GVFs) are well-established algorithmic techniques for learning about many signals while interacting with the world. In the past couple of years, many ambitious works have used off-policy GVF learning to improve control performance in both simulation and robotic control tasks. Many of these works use semi-gradient temporal-difference (TD) learning algorithms, like Q-learning, which are potentially divergent. In the last decade, several TD learning algorithms have been proposed that are convergent and computationally efficient, but not much is known about how they perform in practice, especially on robots. In this work, we perform an empirical comparison of modern off-policy GVF learning algorithms on three different robot platforms, providing insights into their strengths and weaknesses. We also discuss the challenges of conducting fair comparative studies of off-policy learning on robots and develop a new evaluation methodology that is successful and applicable to a relatively complicated robot domain.",artificial intelligence; robotics; reinforcement learning; off-policy learning; temporal-difference learning; general value functions,Banafsheh,,Rafiee,University of Alberta,Sina,,Ghiassian,University of Alberta,Adam,,White,University of Alberta,Richard,S.,Sutton,University of Alberta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0720,Reducing Sampling Error in Policy Gradient Learning,,"This paper studies a class of reinforcement learning algorithms known as policy gradient methods. Policy gradient methods optimize the performance of a policy by estimating the gradient of the expected return with respect to the policy parameters. One of the core challenges of applying policy gradient methods is obtaining an accurate estimate of this gradient. Most policy gradient methods rely on Monte Carlo sampling to estimate this gradient. When only a limited number of environment steps can be collected, Monte Carlo policy gradient estimates may suffer from sampling error -- samples receive more or less weight than they will in expectation. In this paper, we introduce the Sampling Error Corrected policy gradient estimator that corrects the inaccurate Monte Carlo weights. Our approach treats the observed data as if it were generated by a different policy than the policy that actually generated the data. It then uses importance sampling between the two -- in the process correcting the inaccurate Monte Carlo weights. Under a limiting set of assumptions we can show that this gradient estimator will have lower variance than the Monte Carlo gradient estimator. We show experimentally that our approach improves the learning speed of two policy gradient methods compared to standard Monte Carlo sampling even when the theoretical assumptions fail to hold.",Reinforcement learning; Policy gradient; importance sampling; Monte Carlo,Josiah,P.,Hanna,The University of Texas at Austin,Peter,,Stone,The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
